"","ID","Date.Start","Time.Start","Date.End","Time.End","Date.Reported","Offense.Code","Offense.Descript","Internal.Code","Internal.Descript","Crime_Status","Offense.Level","Jurisdiction","Borough","Precinct","Premises.Direction","Premises.Descript","Park","NYCHA","X.Coord","Y.Coord","Lat","Long","LatLong"
"288259",252630636,"03/20/2015","19:00:00","06/04/2015","18:00:00","06/04/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","RESIDENCE - APT. HOUSE","","","988,338","218,358",40.766025962,-73.985243655,"(40.766025962, -73.985243655)"
"292280",889873262,"03/20/2015","14:00:00","04/20/2015","10:00:00","06/01/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",30,"INSIDE","RESIDENCE - APT. HOUSE","","","998,468","241,896",40.830620873,-73.948624242,"(40.830620873, -73.948624242)"
"324033",435194293,"03/20/2015","17:00:00","05/14/2015","16:00:00","05/09/2015","126","MISCELLANEOUS PENAL LAW",461,"UNAUTHORIZED USE VEHICLE 2","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","SMALL MERCHANT","","","1,006,958","255,001",40.866572474,-73.917900982,"(40.866572474, -73.917900982)"
"333230",988230979,"03/20/2015","11:00:00","","","05/02/2015","112","THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",26,"INSIDE","RESIDENCE - PUBLIC HOUSING","","MANHATTANVILLE","997,129","237,012",40.817217733,-73.953472135,"(40.817217733, -73.953472135)"
"340202",577059265,"03/20/2015","22:00:00","04/27/2015","17:00:00","04/27/2015","351","CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","TAFT","999,218","230,194",40.798500915,-73.945940189,"(40.798500915, -73.945940189)"
"353566",845724036,"03/20/2015","02:30:00","03/20/2015","02:45:00","04/17/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","RESIDENCE - APT. HOUSE","","","991,496","213,627",40.753038553,-73.973848286,"(40.753038553, -73.973848286)"
"355011",728518596,"03/20/2015","17:50:00","","","04/16/2015","121","CRIMINAL MISCHIEF & RELATED OF",273,"TAMPERING 1,CRIMINAL","COMPLETED","FELONY","N.Y. TRANSIT POLICE","MANHATTAN",23,"","TRANSIT - NYC SUBWAY","","","999,643","228,852",40.79481676,-73.944408254,"(40.79481676, -73.944408254)"
"355012",601712490,"03/20/2015","12:00:00","","","04/16/2015","340","FRAUDS",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","RESIDENCE - APT. HOUSE","","","996,528","224,353",40.782473088,-73.955666576,"(40.782473088, -73.955666576)"
"356494",758924919,"03/20/2015","13:06:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","996,981","234,884",40.811377182,-73.954010867,"(40.811377182, -73.954010867)"
"356556",299163295,"03/20/2015","12:55:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"OPPOSITE OF","STREET","","","996,231","235,804",40.813903374,-73.956718591,"(40.813903374, -73.956718591)"
"356566",897126302,"03/20/2015","16:09:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","998,163","237,272",40.817929792,-73.949735957,"(40.817929792, -73.949735957)"
"356567",791314029,"03/20/2015","14:58:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","996,958","236,703",40.816369862,-73.95409051,"(40.816369862, -73.95409051)"
"356568",302273250,"03/20/2015","14:57:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","997,860","238,331",40.820836921,-73.950828501,"(40.820836921, -73.950828501)"
"356569",460760239,"03/20/2015","14:54:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","997,606","237,873",40.819580227,-73.951747115,"(40.819580227, -73.951747115)"
"356570",486373805,"03/20/2015","14:49:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","997,480","237,646",40.818957366,-73.952202791,"(40.818957366, -73.952202791)"
"356571",798023005,"03/20/2015","14:46:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","997,207","237,152",40.81760188,-73.953190067,"(40.81760188, -73.953190067)"
"356572",293284951,"03/20/2015","14:40:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"FRONT OF","STREET","","","997,129","237,012",40.817217733,-73.953472135,"(40.817217733, -73.953472135)"
"356573",429587255,"03/20/2015","14:39:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"FRONT OF","STREET","","","997,129","237,012",40.817217733,-73.953472135,"(40.817217733, -73.953472135)"
"356574",544901272,"03/20/2015","14:39:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"FRONT OF","STREET","","","997,004","236,786",40.816597607,-73.953924166,"(40.816597607, -73.953924166)"
"356575",786113616,"03/20/2015","14:35:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","996,958","236,703",40.816369862,-73.95409051,"(40.816369862, -73.95409051)"
"356576",330613088,"03/20/2015","13:15:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","995,923","236,263",40.815163613,-73.957830481,"(40.815163613, -73.957830481)"
"356577",637994100,"03/20/2015","13:15:00","","","04/15/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","996,981","234,884",40.811377182,-73.954010867,"(40.811377182, -73.954010867)"
"357992",519264853,"03/20/2015","11:00:00","04/13/2015","11:00:00","04/14/2015","109","GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","ATTEMPTED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","COMMERCIAL BUILDING","","","985,946","212,183",40.749077943,-73.993880399,"(40.749077943, -73.993880399)"
"366875",190530772,"03/20/2015","00:40:00","03/20/2015","00:43:00","04/07/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE","GROCERY/BODEGA","","","1,001,540","241,249",40.828839565,-73.937525141,"(40.828839565, -73.937525141)"
"370306",939038037,"03/20/2015","00:40:00","03/20/2015","00:43:00","04/04/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE","GROCERY/BODEGA","","","1,001,540","241,249",40.828839565,-73.937525141,"(40.828839565, -73.937525141)"
"371569",592673846,"03/20/2015","10:00:00","03/20/2015","17:00:00","04/03/2015","109","GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","COMMERCIAL BUILDING","","","986,733","211,747",40.747881047,-73.991040191,"(40.747881047, -73.991040191)"
"371572",657314440,"03/20/2015","01:00:00","03/20/2015","01:05:00","04/03/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",32,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","998,221","235,266",40.812423791,-73.949530588,"(40.812423791, -73.949530588)"
"374382",417183599,"03/20/2015","13:30:00","03/26/2015","11:45:00","04/01/2015","107","BURGLARY",214,"BURGLARY,COMMERCIAL,UNKNOWN TI","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","STORAGE FACILITY","","","985,709","218,920",40.767569331,-73.994734297,"(40.767569331, -73.994734297)"
"375652",410743833,"03/20/2015","18:30:00","03/21/2015","17:00:00","03/31/2015","109","GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","STORE UNCLASSIFIED","","","985,716","209,911",40.742841912,-73.994710989,"(40.742841912, -73.994710989)"
"376908",988531940,"03/20/2015","18:00:00","03/30/2015","19:55:00","03/30/2015","341","PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",24,"FRONT OF","STREET","","","992,332","227,423",40.79090425,-73.970814302,"(40.79090425, -73.970814302)"
"376912",227783421,"03/20/2015","12:00:00","","","03/30/2015","109","GRAND LARCENY",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","RESIDENCE - APT. HOUSE","","","991,640","208,258",40.738301872,-73.973334441,"(40.738301872, -73.973334441)"
"376915",175652307,"03/20/2015","00:13:00","03/30/2015","00:30:00","03/30/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",28,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","998,625","230,177",40.79845524,-73.948082015,"(40.79845524, -73.948082015)"
"378085",534347388,"03/20/2015","09:00:00","03/29/2015","10:30:00","03/29/2015","109","GRAND LARCENY",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","RESIDENCE - APT. HOUSE","","","997,016","219,318",40.768652643,-73.953914012,"(40.768652643, -73.953914012)"
"380450",481253501,"03/20/2015","22:45:00","03/20/2015","23:15:00","03/27/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","BAR/NIGHT CLUB","","","988,755","203,692",40.725771261,-73.983748095,"(40.725771261, -73.983748095)"
"380452",535892315,"03/20/2015","20:00:00","03/20/2015","22:00:00","03/27/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","BAR/NIGHT CLUB","","","986,314","209,007",40.740360538,-73.99255322,"(40.740360538, -73.99255322)"
"380455",368395346,"03/20/2015","16:04:00","03/20/2015","16:04:00","03/27/2015","109","GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",24,"INSIDE","BANK","","","992,159","228,898",40.794952884,-73.971437333,"(40.794952884, -73.971437333)"
"380456",875203612,"03/20/2015","16:00:00","03/23/2015","09:00:00","03/27/2015","107","BURGLARY",214,"BURGLARY,COMMERCIAL,UNKNOWN TI","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","COMMERCIAL BUILDING","","","986,589","213,344",40.752264448,-73.991559338,"(40.752264448, -73.991559338)"
"381668",543405028,"03/20/2015","23:00:00","03/20/2015","23:59:00","03/26/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","BAR/NIGHT CLUB","","","993,161","214,643",40.755825694,-73.967837415,"(40.755825694, -73.967837415)"
"381670",527233164,"03/20/2015","21:30:00","03/26/2015","21:45:00","03/26/2015","126","MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",26,"INSIDE","RESIDENCE - PUBLIC HOUSING","","MANHATTANVILLE","996,591","237,320",40.818063875,-73.955415259,"(40.818063875, -73.955415259)"
"381673",444598193,"03/20/2015","16:00:00","03/22/2015","09:00:00","03/26/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","COMMERCIAL BUILDING","","","990,536","215,053",40.756953296,-73.977311904,"(40.756953296, -73.977311904)"
"381674",405972314,"03/20/2015","15:00:00","","","03/26/2015","344","ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","994,639","232,521",40.804894463,-73.96247497,"(40.804894463, -73.96247497)"
"381678",104345739,"03/20/2015","12:00:00","03/26/2015","14:50:00","03/26/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",7,"FRONT OF","STREET","","","986,890","200,935",40.718204713,-73.990477811,"(40.718204713, -73.990477811)"
"381683",981773590,"03/20/2015","04:15:00","03/20/2015","04:20:00","03/26/2015","114","ARSON",263,"ARSON 2,3,4","COMPLETED","FELONY","OTHER","MANHATTAN",30,"FRONT OF","RESIDENCE - APT. HOUSE","","","999,201","240,750",40.827474221,-73.945978078,"(40.827474221, -73.945978078)"
"381689",879381604,"03/20/2015","00:01:00","","","03/26/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"","HIGHWAY/PARKWAY","","","998,711","219,904",40.77025845,-73.947793514,"(40.77025845, -73.947793514)"
"381690",436681261,"03/20/2015","00:01:00","","","03/26/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",23,"","HIGHWAY/PARKWAY","","","1,000,580","225,294",40.785049324,-73.941032845,"(40.785049324, -73.941032845)"
"381691",887621759,"03/20/2015","00:01:00","","","03/26/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",23,"","HIGHWAY/PARKWAY","","","1,000,960","225,680",40.786108082,-73.939659683,"(40.786108082, -73.939659683)"
"381694",650372217,"03/20/2015","00:01:00","","","03/26/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",25,"","HIGHWAY/PARKWAY","","","1,003,855","229,559",40.796748942,-73.929194181,"(40.796748942, -73.929194181)"
"381700",930381662,"03/20/2015","00:00:00","","","03/26/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",23,"","HIGHWAY/PARKWAY","","","1,001,457","226,626",40.788703644,-73.937862536,"(40.788703644, -73.937862536)"
"382984",798227742,"03/20/2015","17:00:00","03/25/2015","08:15:00","03/25/2015","109","GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"INSIDE","","","","998,276","226,870",40.78937898,-73.949349434,"(40.78937898, -73.949349434)"
"382988",332357083,"03/20/2015","13:00:00","03/24/2015","22:00:00","03/25/2015","107","BURGLARY",224,"BURGLARY,RESIDENCE,UNKNOWN TIM","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","RESIDENCE - APT. HOUSE","","","994,176","214,227",40.754682799,-73.964174411,"(40.754682799, -73.964174411)"
"382989",563007050,"03/20/2015","12:00:00","03/25/2015","11:25:00","03/25/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",1,"INSIDE","","","","980,770","197,359",40.708389153,-74.012553481,"(40.708389153, -74.012553481)"
"382990",692689742,"03/20/2015","12:00:00","03/20/2015","12:10:00","03/25/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",1,"INSIDE","PUBLIC SCHOOL","","","980,770","197,359",40.708389153,-74.012553481,"(40.708389153, -74.012553481)"
"382992",739129973,"03/20/2015","09:00:00","03/24/2015","19:00:00","03/25/2015","109","GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",1,"INSIDE","CLOTHING/BOUTIQUE","","","981,443","201,751",40.720444385,-74.010127865,"(40.720444385, -74.010127865)"
"384011",780421999,"03/20/2015","16:05:00","","","03/20/2015","113","FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","BANK","","","985,762","205,920",40.731887595,-73.994545882,"(40.731887595, -73.994545882)"
"384227",955801967,"03/20/2015","20:00:00","03/24/2015","10:00:00","03/24/2015","341","PETIT LARCENY",301,"LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","HOTEL/MOTEL","","","987,404","215,746",40.758857075,-73.988616647,"(40.758857075, -73.988616647)"
"384230",500294164,"03/20/2015","18:00:00","03/23/2015","08:00:00","03/24/2015","107","BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","COMMERCIAL BUILDING","","","988,600","218,831",40.7673241,-73.984297521,"(40.7673241, -73.984297521)"
"384232",934672746,"03/20/2015","16:35:00","03/24/2015","07:41:00","03/24/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,002,273","248,556",40.848893689,-73.934856858,"(40.848893689, -73.934856858)"
"384233",106830432,"03/20/2015","16:30:00","03/24/2015","07:45:00","03/24/2015","351","CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",28,"","STREET","","","997,259","234,108",40.809246872,-73.9530081,"(40.809246872, -73.9530081)"
"384244",476074932,"03/20/2015","11:30:00","03/24/2015","11:00:00","03/24/2015","109","GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",20,"FRONT OF","STREET","","","988,494","223,738",40.780792583,-73.984677094,"(40.780792583, -73.984677094)"
"384247",141164637,"03/20/2015","09:00:00","03/20/2015","09:20:00","03/24/2015","118","DANGEROUS WEAPONS",793,"WEAPONS POSSESSION 3","COMPLETED","FELONY","OTHER","MANHATTAN",26,"INSIDE","COMMERCIAL BUILDING","","","996,591","237,320",40.818063875,-73.955415259,"(40.818063875, -73.955415259)"
"384248",882320582,"03/20/2015","09:00:00","","","03/24/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",25,"INSIDE","RESIDENCE - PUBLIC HOUSING","","LINCOLN","1,001,769","234,797",40.811130194,-73.936714506,"(40.811130194, -73.936714506)"
"384252",711682219,"03/20/2015","07:30:00","03/20/2015","11:00:00","03/24/2015","109","GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",1,"FRONT OF","STREET","","","983,202","200,557",40.717167524,-74.003781982,"(40.717167524, -74.003781982)"
"384253",170858926,"03/20/2015","00:01:00","03/24/2015","22:00:00","03/24/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",23,"INSIDE","RESIDENCE - APT. HOUSE","","","997,284","226,221",40.787599167,-73.952933098,"(40.787599167, -73.952933098)"
"385352",335570690,"03/20/2015","22:00:00","03/20/2015","23:00:00","03/23/2015","109","GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","BAR/NIGHT CLUB","","","986,296","220,108",40.770829967,-73.992614799,"(40.770829967, -73.992614799)"
"385354",383455749,"03/20/2015","21:00:00","03/23/2015","07:30:00","03/23/2015","109","GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","COMMERCIAL BUILDING","","","987,771","209,547",40.741842244,-73.987295153,"(40.741842244, -73.987295153)"
